K02386	#529af0	ESV14
K02387	#b1b6bc	ESV14_ESV16
K02388	#b1b6bc	ESV14_ESV16
K02389	#b1b6bc	ESV14_ESV16
K02390	#b1b6bc	ESV14_ESV16
K02392	#b1b6bc	ESV14_ESV16
K02393	#529af0	ESV14
K02394	#529af0	ESV14
K02396	#b1b6bc	ESV14_ESV16
K02397	#b1b6bc	ESV14_ESV16
K02398	#b1b6bc	ESV14_ESV16
K02400	#b1b6bc	ESV14_ESV16
K02401	#b1b6bc	ESV14_ESV16
K02405	#b1b6bc	ESV14_ESV16
K02406	#b1b6bc	ESV14_ESV16
K02407	#b1b6bc	ESV14_ESV16
K02408	#b1b6bc	ESV14_ESV16
K02409	#b1b6bc	ESV14_ESV16
K02410	#b1b6bc	ESV14_ESV16
K02412	#b1b6bc	ESV14_ESV16
K02413	#b1b6bc	ESV14_ESV16
K02414	#529af0	ESV14
K02416	#b1b6bc	ESV14_ESV16
K02417	#b1b6bc	ESV14_ESV16
K02418	#b1b6bc	ESV14_ESV16
K02419	#b1b6bc	ESV14_ESV16
K02420	#b1b6bc	ESV14_ESV16
K02421	#b1b6bc	ESV14_ESV16
K02422	#b1b6bc	ESV14_ESV16
K02556	#b1b6bc	ESV14_ESV16
K02557	#b1b6bc	ESV14_ESV16
K02411	#529af0	ESV16
