"Pathway"	"Sample1"	"Sample2"	"Sample3"	"Sample4"	"Sample5"	"Sample6"	"Sample7"	"Sample8"	"Sample9"	"Sample10"	"Sample11"	"Sample12"	"Sample13"	"Sample14"	"Sample15"	"Sample16"	"Sample17"	"Sample18"	"Sample19"	"Sample20"	"Sample21"	"Sample22"	"Sample23"	"Sample24"	"Sample25"	"Sample26"	"Sample27"	"Sample28"	"Sample29"	"Sample30"	"Sample31"	"Sample32"	"Sample33"	"Sample34"	"Sample35"	"Sample36"	"Sample37"	"Sample38"	"Sample39"	"Sample40"	"Sample41"	"Sample42"	"Sample43"	"Sample44"	"Sample45"	"Sample46"	"Sample47"	"Sample48"	"Sample49"	"Sample50"	"Sample51"	"Sample52"	"Sample53"	"Sample54"	"Sample55"	"Sample56"	"Sample57"	"Sample58"	"Sample59"	"Sample60"	"Sample61"	"Sample62"	"Sample63"	"Sample64"	"Sample65"	"Sample66"	"Sample67"	"Sample68"	"Sample69"	"Sample70"	"Sample71"	"Sample72"	"Sample73"	"Sample74"	"Sample75"	"Sample76"	"Sample77"	"Sample78"	"Sample79"	"Sample80"	"Sample81"	"Sample82"	"Sample83"	"Sample84"	"Sample85"	"Sample86"	"Sample87"	"Sample88"	"Sample89"	"Sample90"	"Sample91"	"Sample92"	"Sample93"	"Sample94"	"Sample95"	"Sample96"	"Sample97"	"Sample98"	"Sample99"	"Sample100"	"Sample101"	"Sample102"	"Sample103"	"Sample104"	"Sample105"	"Sample106"	"Sample107"	"Sample108"	"Sample109"	"Sample110"	"Sample111"	"Sample112"	"Sample113"	"Sample114"	"Sample115"	"Sample116"	"Sample117"	"Sample118"	"Sample119"	"Sample120"	"Sample121"	"Sample122"	"Sample123"	"Sample124"	"Sample125"	"Sample126"	"Sample127"
"ko00510"	19.9	2.28571428571429	18.9928571428571	25.9	14.5047619047619	12.6857142857143	13.9285714285714	12.1142857142857	12.1333333333333	18.6166666666667	28.0428571428571	28.6761904761905	18.2	16.0166666666667	6.86904761904762	5.53333333333333	1.14285714285714	13.2452380952381	21.3761904761905	38.9071428571429	28.2428571428571	44.5785714285714	29.05	26.6	38.5214285714286	3.37142857142857	17.4333333333333	39.5357142857143	36.8309523809524	27.5571428571429	34.5452380952381	5.85714285714286	42.6666666666667	32.1190476190476	34.8857142857143	20.9714285714286	14.1928571428571	25.497619047619	21.2738095238095	30.3238095238095	36.4428571428571	10.6	5.85714285714286	15.65	13.2214285714286	23.9571428571429	12.597619047619	26.5428571428571	2.14285714285714	28.6619047619048	37.35	33.8785714285714	16.7238095238095	40.3	42.5785714285714	19.2952380952381	19.0571428571429	24.3857142857143	14.1142857142857	7.8	6.8	34.1571428571429	24.3071428571429	24.6547619047619	45.0571428571429	15.5166666666667	39.2690476190476	31.5928571428571	35.4166666666667	15.3047619047619	28.8571428571429	29.6642857142857	31.5880952380952	28.9428571428571	24.55	25.747619047619	21.7238095238095	15.6380952380952	25.297619047619	27.0761904761905	21.1785714285714	43.9380952380952	24.8142857142857	49.2571428571429	23.3047619047619	29.8071428571429	30.1190476190476	27.4	17.9214285714286	36.002380952381	25.5452380952381	15	14.4571428571429	23.0238095238095	13.3333333333333	21.0095238095238	26.9761904761905	35.7023809523809	30.4642857142857	25.8047619047619	36.9261904761905	19.7404761904762	16.7809523809524	47.0357142857143	42.8809523809524	39.252380952381	23.8571428571429	19.3428571428571	34.2714285714286	24.2690476190476	10.2666666666667	8.89285714285714	14.1428571428571	19.7928571428571	24.752380952381	9.97142857142857	29.2380952380952	26.0642857142857	19.0714285714286	19.6571428571429	6.2	5.61428571428571	28.6619047619048	31.9428571428571	27.2857142857143	30.9261904761905	30.9071428571429
"ko00511"	1103.51818181818	137.585714285714	789.58051948052	949.74696969697	540.849350649351	485.542857142857	672.875974025974	624.424567099567	485.173809523809	1043.86720779221	1220.70865800866	1069.97316017316	646.184307359307	742.846212121212	417.970779220779	369.267424242424	413.20670995671	361.140692640693	890.880735930736	1243.71742424242	999.083658008658	1300.73051948052	996.938852813853	992.266666666667	1258.8788961039	315.962012987013	924.297727272727	1477.28647186147	1336.44978354978	891.416017316017	952.144805194805	440.209090909091	994.882683982684	1010.72813852814	1185.74383116883	822.537662337662	470.050432900433	763.873376623377	984.49696969697	1071.67532467532	965.136255411255	649.732467532467	434.304329004329	774.802380952381	656.733874458874	802.882142857143	564.659956709957	994.427164502164	307.383441558442	1000.46547619048	1267.13170995671	1100.25595238095	300.064069264069	1203.03906926407	1208.61244588745	938.903571428571	891.037662337662	802.572619047619	726.869588744589	518.030303030303	354.05	1255.71168831169	977.870779220779	856.77380952381	1323.56742424242	809.473376623377	1117.50670995671	734.325757575758	752.883333333333	764.951948051948	911.487445887446	954.392207792208	796.375757575758	962.203138528139	1310.37640692641	759.219588744589	731.423809523809	615.227705627706	948.057467532468	901.455519480519	693.810064935065	1024.16439393939	922.456277056277	919.465800865801	1107.18722943723	1044.59101731602	763.014285714286	916.253896103896	759.060714285714	1084.59935064935	819.463636363636	431.077489177489	435.104112554113	1081.65292207792	504.309090909091	617.263095238095	834.339826839827	1291.56645021645	1047.89004329004	784.818831168831	1257.50952380952	848.620779220779	821.102922077922	1349.8908008658	1101.09220779221	1172.94816017316	768.159307359307	886.853354978355	1304.6224025974	773.485281385281	391.360281385281	337.904329004329	683.09025974026	682.950324675325	599.627380952381	381.071428571429	874.404761904762	872.368181818182	774.318398268398	822.185281385281	236.985822510823	297.459307359307	1228.81125541126	1099.75844155844	1137.48149350649	1068.94296536797	1012.88982683983
"ko00513"	210.6	18	139.571428571429	202.6	101.771428571429	116.561904761905	117.014285714286	147.017857142857	94.5190476190476	170.717857142857	294.407142857143	267.8	129.914285714286	118.2	83.4285714285714	26.7083333333333	34.3571428571429	84.5666666666667	198.466666666667	333.017857142857	248.971428571429	348.757142857143	219.082142857143	224.4	317.210714285714	55.7392857142857	194.175	295.021428571429	296.825	240.257142857143	226.171428571429	72.4285714285714	253.857142857143	266.2	311.167857142857	163.371428571429	91.75	185.9	194.285714285714	289.333333333333	243.217857142857	106.571428571429	51.3571428571429	176.128571428571	123.060714285714	218.975	132.565476190476	254.682142857143	16.9642857142857	227.207142857143	316.903571428571	267.814285714286	45.7452380952381	239.610714285714	246.260714285714	151.6	162.144047619048	199.65	159.557142857143	65	47.75	276.4	187.4	192.146428571429	313.877380952381	130.271428571429	301.585714285714	196.357142857143	217	134.714285714286	218	253.571428571429	233.885714285714	234.496428571429	299.121428571429	197.008333333333	162	112.514285714286	227.166666666667	209.514285714286	158.896428571429	302.860714285714	197	268.071428571429	248.178571428571	271.667857142857	223.685714285714	250.578571428571	151.696428571429	293.221428571429	183.530952380952	107.25	122.85	229.625	82.3333333333333	149.052380952381	183	283.157142857143	231.9	188.097619047619	330.1	180.5	169.775	369.789285714286	301.204761904762	294.055952380952	127.171428571429	194.067857142857	282.957142857143	174.753571428571	78.1642857142857	72.6785714285714	141.364285714286	158.764285714286	185.082142857143	82.8	248.8	213.978571428571	141.8	145.12380952381	36.9821428571429	54.0357142857143	256.685714285714	263.960714285714	246.560714285714	262.525	260.478571428571
"ko00520"	3902.83499278499	1724.77857142857	4145.77424242424	3962.76414141414	2917.02207792208	1622.32063492063	4351.27601010101	2592.59686147186	2974.61428571429	3984.92525252525	3230.84213564214	2997.50064935065	3268.3022005772	2722.9275974026	1802.39826839827	3438.50162337662	3665.62662337662	2734.13311688312	2900.25735930736	5036.8920995671	3688.48856421356	5055.59567099567	3206.88733766234	3705.91666666667	4107.54570707071	2269.02846320346	4458.00068542569	6235.98257575758	4159.59307359307	3020.14271284271	4310.50202020202	1876.52186147186	3542.93001443001	4245.64725829726	4691.51172438672	3844.94567099567	2612.77893217893	2619.48694083694	4112.18001443001	2156.45007215007	3931.56056998557	2823.23737373737	2877.929004329	1632.35952380952	3004.31056998557	2812.49404761905	2184.95393217893	4102.23791486292	2845.42608225108	3129.82976190476	4495.3801948052	4282.22420634921	3210.59148629149	6036.0022005772	5606.61295093795	4564.67341269841	4148.92821067821	2938.79880952381	2884.06295093795	3209.61414141414	2162.63333333333	4033.70815295815	3919.76414141414	3611.91746031746	4992.90955988456	3733.89963924964	4035.99329004329	3345.15043290043	3101.45396825397	3305.58932178932	4310.03318903319	3104.67128427128	2866.87821067821	3595.58257575758	4031.84978354978	3137.26056998557	3088.92063492063	2369.9961038961	2056.83538961039	4608.91908369408	3793.39628427128	3526.72766955267	4484.18499278499	3822.27070707071	3329.48578643579	3311.19152236652	2384.49841269841	3595.74213564214	3713.65753968254	3960.98715728716	4571.23556998557	2922.81774891775	2654.82485569986	3546.10501443001	2697.89090909091	2916.39880952381	3620.70779220779	4249.75021645022	3409.05519480519	3921.1772005772	4126.40317460317	3766.23636363636	2618.73358585859	4367.53618326118	3681.88874458874	4633.1939033189	4319.36767676768	2858.19981962482	4745.9022005772	3416.41313131313	2825.8174963925	2001.42662337662	3952.28434343434	2020.8218975469	2271.75515873016	1552.25476190476	2778.69920634921	3188.28023088023	3312.18795093795	3658.34646464646	2120.32846320346	1795.58672438672	4277.56017316017	3214.78441558442	4368.00342712843	4358.54354256854	3145.54033189033
"ko00521"	1028.39105339105	376.55	995.424891774892	1023.31868686869	704.402813852814	377.696825396825	987.659668109668	579.201082251082	688.130952380952	996.546464646465	850.23152958153	794.257575757576	671.11562049062	623.995779220779	375.519480519481	741.34632034632	810.382034632035	641.310966810967	723.327922077922	1198.11060606061	903.969227994228	1230.65108225108	801.565367965368	958.716666666667	1084.20295815296	480.537229437229	1040.38881673882	1507.75941558442	1006.8926046176	752.113924963925	1127.43838383838	412.030447330447	959.365512265512	1047.47171717172	1155.293001443	941.084415584416	619.64494949495	684.168542568543	1065.97741702742	604.003751803752	997.271067821068	612.83152958153	652.765367965368	422.038095238095	744.032972582973	720.15	404.34613997114	976.066810966811	674.402705627706	819.955952380952	1107.58441558442	1063.8630952381	714.257287157287	1452.61443001443	1400.0044011544	1069.08055555556	957.434812409812	664.765476190476	648.641305916306	756.45202020202	500.95	1029.97395382395	1003.48297258297	796.956746031746	1269.25425685426	916.086002886003	1058.68362193362	786.884415584416	826.244444444444	813.530447330447	1058.33535353535	826.954401154401	731.195526695527	919.558225108225	926.381601731602	778.813131313131	793.468253968254	610.751370851371	499.820021645022	1139.22687590188	931.228210678211	882.807864357864	1104.78787878788	1020.10057720058	794.746608946609	837.068686868687	606.84126984127	911.170418470418	915.611904761905	980.479797979798	1067.1424963925	671.16341991342	583.25202020202	890.201226551227	632.260606060606	623.472619047619	924.948051948052	1063.59458874459	878.22012987013	913.221572871573	1118.17222222222	886.955194805195	670.725036075036	1160.52676767677	933.052813852814	1192.91630591631	1107.26681096681	663.14062049062	1240.20371572872	799.884018759019	597.870526695527	488.415367965368	890.83823953824	497.051767676768	552.796825396825	369.647619047619	685.392063492063	825.598196248196	769.735353535354	858.078066378066	478.511038961039	350.083477633478	1061.43376623377	823.631277056277	1063.68773448773	1129.39754689755	776.62582972583
"ko00523"	539.062698412698	153.821428571429	542.702380952381	570.961111111111	393.369047619048	226.187301587302	522.126984126984	310.735714285714	380.038095238095	534.596031746032	466.015079365079	440.019047619048	336.919841269841	379.445238095238	224.130952380952	354.72619047619	381.214285714286	311.755555555556	407.759523809524	651.164285714286	487.656349206349	653.2	444.328571428571	532.25	595.472222222222	256.804761904762	551.849206349206	860.923809523809	594.773015873016	436.587301587302	603.711111111111	224.686507936508	540.579365079365	584.549206349206	635.196031746032	532.664285714286	364.824603174603	382.260317460317	586.615079365079	371.711111111111	558.487301587302	318.312698412698	355.214285714286	275.259523809524	388.475396825397	395.147619047619	208.631746031746	496.49126984127	324.492857142857	457.745238095238	623.152380952381	578.309523809524	368.010317460317	787.512698412698	761.499206349206	561.346031746032	496.446825396825	339.592857142857	319.13253968254	413.911111111111	264.416666666667	611.105555555556	568.38253968254	414.488888888889	699.065079365079	516.813492063492	581.634920634921	448.414285714286	476.95873015873	440.434126984127	563.80873015873	471.977777777778	430.520634920635	504.564285714286	500.659523809524	423.01746031746	464.220634920635	328.475396825397	290.307142857143	633.348412698413	489.427777777778	503.739682539683	573.547619047619	592.274603174603	428.325396825397	482.665873015873	367.507936507937	516.501587301587	487.428571428571	556.776984126984	542.80873015873	304.621428571429	258.225396825397	471.476984126984	327.266666666667	344.747619047619	521.797619047619	615.628571428571	509.933333333333	497.343650793651	642.074603174603	488.988095238095	376.465079365079	676.248412698413	560.647619047619	679.501587301587	571.655555555556	370.057936507937	676.01746031746	432.160317460317	298.592063492063	251.259523809524	474.003174603175	272.234126984127	321.577777777778	212.716666666667	404.827777777778	471.39126984127	441.970634920635	474.181746031746	236.514285714286	169.172222222222	568.152380952381	478.642857142857	567.123015873016	626.515079365079	463.15873015873
"ko00524"	234.773737373737	93.4857142857143	199.044805194805	191.774747474747	136.634271284271	65.4809523809524	200.869624819625	114.074567099567	129.969047619048	217.325937950938	181.597546897547	167.334271284271	155.266053391053	121.218434343434	64.5699855699856	168.950757575758	187.575757575758	137.346248196248	132.602958152958	237.953138528139	172.568578643579	264.285281385281	173.491233766234	206.866666666667	226.165404040404	85.0167748917749	215.569949494949	309.674567099567	201.297402597403	137.43189033189	225.509090909091	83.3265512265512	194.298556998557	202.778138528139	226.047005772006	166.585281385281	81.1393217893218	133.973376623377	211.348556998557	108.097546897547	195.390223665224	133.649927849928	127.275757575758	69.4714285714286	166.773556998557	147.965476190476	92.8678932178932	219.335101010101	144.85487012987	158.503571428571	207.467424242424	213.784523809524	140.262481962482	307.120815295815	299.347366522367	223.281349206349	198.018614718615	144.677380952381	131.671176046176	163.774747474747	101.716666666667	198.133910533911	201.53189033189	202.109523809524	280.243614718615	173.047186147186	201.341630591631	142.490043290043	154.490476190476	158.961471861472	228.015223665224	148.793795093795	135.516233766234	178.098376623377	200.88354978355	152.041810966811	147.457142857143	130.187229437229	101.32968975469	217.441233766234	184.899747474747	177.021536796537	228.299134199134	188.635642135642	177.323737373737	158.033080808081	119.771428571429	162.024531024531	180.539285714286	188.769985569986	236.884271284271	156.839393939394	147.68189033189	200.366414141414	149.575757575758	122.386904761905	183.700937950938	210.386291486291	175.423376623377	176.279148629149	202.32619047619	180.665223665224	121.7306998557	221.110642135642	175.348556998557	212.385461760462	230.522005772006	136.085101010101	262.916053391053	166.890043290043	142.23170995671	99.8471861471862	182.917243867244	108.989213564214	107.30119047619	67.0714285714286	128.738095238095	169.133261183261	166.962842712843	177.440043290043	114.421536796537	76.710101010101	239.1556998557	157.632251082251	218.404509379509	215.507251082251	145.327128427128
"ko00525"	256.118253968254	68.1428571428571	260.666666666667	280.738888888889	176.189682539683	108.834920634921	245.023015873016	145.842857142857	185.071428571429	243.790476190476	228.092063492063	212.015873015873	154.199206349206	157.434126984127	106.801587301587	167.359523809524	176.666666666667	151.784920634921	207.800793650794	320.592857142857	256.236507936508	318.72619047619	202.128571428571	255.6	297.575396825397	125.880952380952	261.938095238095	375.316666666667	265.696825396825	214.110317460317	292.087301587302	103.470634920635	260.952380952381	279.787301587302	319.006349206349	248.959523809524	183.365873015873	187.572222222222	268.761904761905	183.147619047619	274.355555555556	156.930158730159	158.642857142857	125.142857142857	169.946031746032	185.928571428571	101.499206349206	236.349206349206	148.478571428571	229.65	312.259523809524	284.652380952381	176.496825396825	364.656349206349	348.776984126984	272.347619047619	239.973015873016	174.071428571429	167.379365079365	190.455555555556	128.916666666667	280.492063492063	257.974603174603	186.124603174603	332.434126984127	237.646825396825	286.793650793651	215.738095238095	219.684920634921	215.91746031746	266.584126984127	231.600793650794	205.923015873016	248.240476190476	250.909523809524	208.418253968254	220.034920634921	154.142063492063	137.357936507937	299.972222222222	233.319841269841	251.725396825397	280.490476190476	281.363492063492	214.814285714286	230.774603174603	178.622222222222	262.479365079365	232.404761904762	269.797619047619	266.784126984127	153.864285714286	129.284126984127	241.8	161.466666666667	161.97619047619	233.111111111111	280.265079365079	229.495238095238	240.85873015873	314.093650793651	216.913492063492	189.504761904762	321.730158730159	258.970634920635	332.762698412698	271.542063492063	164.420634920635	307.28253968254	200.09126984127	131.142063492063	120.128571428571	218.511111111111	118.884920634921	163.906349206349	99.9595238095238	202.503968253968	221.575396825397	181.474603174603	218.507936507937	115.197619047619	93.2063492063492	261.844444444444	230.65	268.972222222222	310.638888888889	211.900793650794
"ko00531"	374.964285714286	41.7714285714286	233.259523809524	340.5	172.919047619048	175.838095238095	222.440476190476	223.311904761905	168.754761904762	340.795238095238	454.15	396.752380952381	206.810714285714	219.915476190476	140.928571428571	121.119047619048	124.678571428571	133.77619047619	291.766666666667	472.128571428571	380.770238095238	516.842857142857	338.82619047619	354.533333333333	485.37380952381	95.5214285714286	306.942857142857	458.965476190476	445.039285714286	322.659523809524	369.895238095238	145.059523809524	387.309523809524	378.004761904762	461.440476190476	278.921428571429	144.352380952381	293.747619047619	317.511904761905	400.285714285714	391.778571428571	216.754761904762	121.7	262.659523809524	230.097619047619	304.080952380952	206.95119047619	378.971428571429	67.7464285714286	366.013095238095	469.857142857143	418.003571428571	85.7214285714286	408.65	418.511904761905	296.632142857143	296.636904761905	302.375	268.394047619048	179.016666666667	110.1	423.852380952381	326.295238095238	286.086904761905	484.630952380952	238.745238095238	419.835714285714	292.407142857143	301.695238095238	250.388095238095	356.230952380952	374.885714285714	324.219047619048	360.235714285714	468.159523809524	289.178571428571	278.438095238095	219.92619047619	334.094047619048	330.586904761905	249.997619047619	416.790476190476	332.204761904762	372.442857142857	400.097619047619	373.242857142857	309.133333333333	354.72380952381	253.878571428571	395.842857142857	329.561904761905	178.52380952381	192.764285714286	337.930952380952	180.466666666667	214.260714285714	275.22619047619	436.335714285714	349.254761904762	312.971428571429	486.869047619048	266.628571428571	293.12380952381	514.719047619048	412.664285714286	441.969047619048	262.47619047619	300.261904761905	466.220238095238	255.153571428571	145.391666666667	112.542857142857	227.047619047619	221.332142857143	248.55	131.57380952381	349.57380952381	305.685714285714	219.392857142857	264.55	74.2476190476191	89.4166666666667	411.728571428571	397.94880952381	394.880952380952	402.940476190476	353.557142857143
"ko00540"	342.073737373737	47	356.920995670996	403.224747474747	362.279509379509	301.442857142857	380.991053391053	407.110281385281	218.335714285714	394.542604617605	521.197546897547	395.274747474747	284.993434343434	315.393434343434	290.319985569986	215.367424242424	258.1829004329	216.195454545455	368.160101010101	733.829329004329	616.728499278499	771.044805194805	456.791233766234	435.333333333333	647.741594516595	241.995346320346	427.247727272727	595.454329004329	659.947005772006	448.298556998557	522.109090909091	273.837662337662	539.974747474747	467.009090909091	575.427958152958	384.142424242424	280.946464646465	346.792424242424	380.177128427128	497.240404040404	604.171176046176	281.50468975469	288.170995670996	452.590476190476	278.752128427128	408.341666666667	344.295274170274	539.258910533911	144.720346320346	488.240476190476	659.329329004329	623.920634920635	195.172005772006	629.677958152958	653.633080808081	393.311111111111	440.879329004329	549.869047619048	500.750937950938	218.558080808081	207.833333333333	567.510101010101	376.041414141414	452.060714285714	681.574567099567	306.363852813853	486.409090909091	566.0829004329	471.880952380952	368.059090909091	453.374747474747	516.310461760462	482.809090909091	492.624567099567	640.616883116883	426.283080808081	361	229.707070707071	502.173737373737	585.463852813853	396.764033189033	641.764393939394	472.278499278499	530.140404040404	469.021356421356	530.575937950938	420.580952380952	422.185642135642	408.938492063492	561.084271284271	679.641414141414	339.35367965368	281.608080808081	402.083080808081	217.642424242424	392.916666666667	400.891414141414	572.814862914863	434.075757575758	539.30772005772	550.383333333333	356.708080808081	363.816414141414	732.30588023088	712.860461760462	630.464033189033	421.58152958153	401.027958152958	586.424386724387	499.326948051948	273.90670995671	157.587662337662	349.374386724387	368.185642135642	423.95119047619	157.433333333333	404.033333333333	452.152308802309	356.024747474747	397.159090909091	112.00487012987	283.362481962482	544.279509379509	499.233441558442	596.935461760462	529.471536796537	490.819985569986
"ko00550"	1844.06277056277	872.821428571429	2053.22186147186	2026.1696969697	1566.28398268398	662.585714285714	2183.48831168831	1229.5670995671	1515.13571428571	1974.35541125541	1457.21515151515	1428.65541125541	1597.60735930736	1374.38593073593	884.433982683983	1886.19329004329	1817.74567099567	1430.66406926407	1494.02878787879	2339.44090909091	1949.18896103896	2499.70519480519	1613.05995670996	1922.71666666667	2045.11515151515	1110.73441558442	2205.15346320346	3120.69805194805	1975.77402597403	1535.1816017316	2180.4170995671	974.448051948052	1750.01731601732	2143.79567099567	2254.69307359307	1971.27662337662	1362.97813852814	1287.10519480519	1981.91017316017	899.200865800866	2055.35064935065	1388.07229437229	1365.66233766234	816.092857142857	1509.34826839827	1365.33095238095	1031.87813852814	1995.42640692641	1408.11774891775	1450.82380952381	2227.19090909091	1946.15	1836.48831168831	3177.3145021645	2902.92207792208	2286.92380952381	2002.99567099567	1309.77380952381	1328.43874458874	1841.70303030303	1167.66666666667	1954.1145021645	1992.49826839827	1701.98333333333	2446.69805194805	1890.41471861472	1972.08376623377	1829.67186147186	1573.98095238095	1650.80519480519	2373.06731601732	1469.57445887446	1379.18376623377	1814.779004329	1848.47597402597	1666.39826839827	1538.6380952381	1181.10086580087	846.034199134199	2386.70995670996	1915.6816017316	1694.70822510823	2216.70086580087	1906.13896103896	1460.17467532468	1651.03636363636	1196.94761904762	1770.91038961039	1915.9880952381	1919.22683982684	2336.70779220779	1393.57727272727	1231.31731601732	1613.19350649351	1463.29090909091	1472.35952380952	1784.02922077922	2038.01688311688	1646.679004329	2044.0525974026	2000.58571428571	1843.34826839827	1224.91017316017	2083.67705627706	1680.09350649351	2343.74350649351	2348.91688311688	1459.32878787879	2302.60735930736	1596.7670995671	1349.84329004329	956.071861471861	1941.91212121212	823.634199134199	1105.98333333333	745.52380952381	1268.42380952381	1674.50562770563	1760.51255411255	1870.34567099567	1120.31774891775	884.50974025974	2041.20303030303	1480.17965367965	2104.44826839827	2144.38917748918	1400.39826839827
"ko00561"	1023.8873015873	602.814285714286	1124.00714285714	1019.58888888889	825.893650793651	344.242857142857	1214.68373015873	673.955952380952	830.371428571429	1086.68650793651	749.946825396825	720.546031746032	851.651587301587	713.549206349206	463.138888888889	1073.29880952381	1139.02380952381	796.645238095238	711.344444444444	1240.12023809524	907.911111111111	1312.44285714286	800.575	991.1	940.528968253968	627.34880952381	1201.12023809524	1665.05714285714	1011.83849206349	745.874603174603	1174.16904761905	454.833333333333	876.484126984127	1098.94761904762	1182.56944444444	1036.44761904762	659.468253968254	671.67619047619	1128.71031746032	400.534920634921	983.859126984127	727.789682539683	806.838095238095	309.185714285714	892.680555555556	738.60119047619	535.894444444444	1073.12182539683	897.590476190476	755.288095238095	1104.725	1022.10317460317	959.411111111111	1677.79801587302	1519.68293650794	1247.09365079365	1129.52976190476	686.040476190476	758.274603174603	950.972222222222	657.366666666667	969.734920634921	1011.99126984127	956.617857142857	1248.40595238095	1006.95	1009.47380952381	871.704761904762	805.869047619048	856.764285714286	1226.66507936508	759.453174603175	697.990476190476	889.970238095238	917.076190476191	814.949603174603	805.547619047619	622.306349206349	400.101587301587	1263.08333333333	1069.5496031746	776.446428571429	1202.37301587302	933.339682539683	767.413492063492	783.387698412698	510.309523809524	903.184920634921	1020.36626984127	973.255555555556	1267.7746031746	856.030952380952	736.440079365079	871.675793650794	779.4	769.923809523809	972.06746031746	1040.48253968254	826.064285714286	1033.05158730159	1010.00714285714	1024.89126984127	599.318650793651	1070.78849206349	846.665079365079	1160.56865079365	1273.75396825397	742.412301587302	1272.57777777778	928.772619047619	832.342857142857	599.214285714286	1103.71349206349	508.684920634921	555.320238095238	390.971428571429	624.171428571429	799.820634920635	928.484126984127	928.316666666667	661.672619047619	455.201587301587	1118.95555555556	751.782142857143	1148.44722222222	1144.65119047619	718.279365079365
"ko00562"	365.321356421356	302.742857142857	417.70670995671	374.691414141414	261.303318903319	160.085714285714	464.791053391053	288.350757575758	339.588095238095	401.111652236652	300.197546897547	268.896176046176	311.386291486291	197.483910533911	153.867604617605	387.203138528139	477.790043290043	347.778787878788	289.512481962482	514.762662337662	359.00468975469	502.001948051948	266.993614718615	309.933333333333	342.27968975469	244.145346320346	465.740584415584	562.009090909091	352.016053391053	261.160461760462	463.547186147186	129.228138528139	317.179509379509	427.801948051948	493.613672438672	337.209090909091	235.53455988456	248.318614718615	426.443795093795	169.607070707071	354.218795093795	240.761832611833	304.723376623377	105.657142857143	306.640223665224	296.286904761905	176.392893217893	434.992243867244	391.52987012987	317.640476190476	420.572186147186	436.899206349206	367.912481962482	553.889862914863	543.394985569986	443.85873015873	453.95551948052	330.611904761905	364.379509379509	279.858080808081	262.833333333333	305.543434343434	302.950937950938	378.422619047619	493.612662337662	381.187662337662	452.275757575758	282.528138528139	296.295238095238	328.180519480519	406.603318903319	299.017604617605	252.813852813853	309.629329004329	363.354978354978	299.240223665224	250.752380952381	219.233261183261	187.388023088023	458.828138528139	420.025937950938	276.940584415584	478.921356421356	338.716594516595	292.85468975469	298.290223665224	150.87619047619	377.73088023088	393.014682539683	397.684271284271	475.134271284271	407.606060606061	322.603318903319	414.85689033189	231.209090909091	258.197619047619	363.736652236652	361.243434343434	264.092424242424	349.30772005772	371.388095238095	400.967604617605	239.418795093795	436.853499278499	343.158080808081	452.114033189033	476.017243867244	258.975577200577	446.343434343434	400.210281385281	341.125757575758	283.870995670996	410.660101010101	226.242784992785	194.953571428571	149.933333333333	239.266666666667	283.35468975469	281.743795093795	287.685281385281	277.312012987013	183.705339105339	429.684271284271	269.650108225108	452.218795093795	448.295346320346	292.229509379509
"ko00564"	1465.19971139971	575.935714285714	1471.08874458874	1526.03232323232	1184.1727994228	488.709523809524	1565.21659451659	898.899458874459	1113.87619047619	1502.3597041847	1162.15685425685	1159.47518037518	1178.12968975469	1062.81778499278	734.196608946609	1355.8066017316	1326.18398268398	1014.67229437229	1034.95468975469	1789.93041125541	1476.79852092352	1861.07683982684	1229.06612554113	1449.21666666667	1539.01042568543	890.577813852814	1650.66352813853	2447.21136363636	1577.98564213564	1208.94898989899	1648.73398268398	627.874458874459	1377.1227994228	1645.68874458874	1705.23921356421	1498.14588744589	974.145382395382	987.062554112554	1462.06089466089	704.409235209235	1557.0097041847	1059.41637806638	974.583982683983	632.942857142857	1136.98827561328	1086.91547619048	746.345382395382	1502.72730880231	1049.45162337662	1201.20833333333	1592.61374458874	1445.55992063492	1206.24516594517	2333.83207070707	2159.27398989899	1680.24801587302	1497.93636363636	969.941666666667	1017.98589466089	1347.34898989899	853.5	1566.37135642136	1558.92756132756	1294.9	1910.75898268398	1403.01731601732	1444.17445887446	1397.07445887446	1231.65714285714	1205.63636363636	1788.4227994228	1197.24422799423	1085.68636363636	1396.96374458874	1504.2841991342	1288.05494227994	1242.50952380952	854.852092352092	655.686616161616	1844.99707792208	1438.82637085137	1339.37305194805	1662.06637806638	1485.25685425685	1207.40685425685	1283.56684704185	848.433333333333	1414.4259018759	1363.87420634921	1493.06089466089	1800.35375180375	1071.48852813853	888.356132756133	1150.97398989899	1053.93636363636	1178.93214285714	1349.32756132756	1526.53326118326	1331.5316017316	1548.86897546898	1597.65952380952	1465.59422799423	936.481132756133	1685.75566378066	1278.81327561328	1801.9477994228	1779.54516594517	1080.52968975469	1829.38921356421	1236.26493506494	1031.14231601732	679.110173160173	1512.82373737374	703.612806637807	985.482142857143	571.809523809524	1038.94285714286	1300.09018759019	1388.82041847042	1270.5316017316	792.194480519481	673.547546897547	1606.74184704185	1286.40757575758	1657.69303751804	1713.13019480519	1084.76565656566
