K00001	#b1b6bc	ESV1_ESV15_ESV16
K01666	#b1b6bc	ESV1_ESV15_ESV16
K00484	#f93a3a	ESV6
K01821	#f93a3a	ESV6
K04072	#b1b6bc	ESV6_ESV21_ESV14_ESV16
K01607	#529af0	ESV21_ESV15_ESV14
K00055	#529af0	ESV15
K00121	#529af0	ESV15
K00446	#529af0	ESV15
K00448	#529af0	ESV15
K00449	#529af0	ESV15
K00480	#529af0	ESV15
K00481	#529af0	ESV15
K01055	#529af0	ESV15
K01826	#529af0	ESV15
K01856	#529af0	ESV15
K01857	#529af0	ESV15
K02554	#529af0	ESV15
K03381	#529af0	ESV15
K03464	#529af0	ESV15
K04073	#529af0	ESV15
K05549	#529af0	ESV15
K05550	#529af0	ESV15
K05783	#529af0	ESV15
K05784	#529af0	ESV15
K10216	#529af0	ESV15
K13954	#529af0	ESV15_ESV14
K16242	#529af0	ESV15
K16243	#529af0	ESV15
K16244	#529af0	ESV15
K16245	#529af0	ESV15
K16246	#529af0	ESV15
K16249	#529af0	ESV15
